Source,Target,Type,Pattern
scripts/setup-ecrr-cicd-integration.ps1,scripts/validate-ecrr-compliance.ps1,script-exec,348
scripts/setup-ecrr-cicd-integration.ps1,scripts/monitor-ecrr-compliance-trends.ps1,script-exec,351
scripts/setup-ecrr-cicd-integration.ps1,scripts/generate-compliance-dashboard.ps1,script-exec,354
scripts/setup-ecrr-scheduled-monitoring.ps1,`$scriptDir\continuous-ecrr-compliance-monitor.ps1,script-exec,50
scripts/setup-ecrr-scheduled-monitoring.ps1,`$scriptDir\ecrr-ci-integration.ps1,script-exec,63
scripts/setup-ecrr-scheduled-monitoring.ps1,`$scriptDir\ecrr-archive-manager.ps1,script-exec,76
scripts/setup-ecrr-scheduled-monitoring.ps1,scripts\setup-ecrr-scheduled-monitoring.ps1,script-exec,95
scripts/setup-forensic-verification.ps1,scripts\setup-forensic-verification.ps1,script-exec,20
scripts/setup-forensic-verification.ps1,scripts\setup-forensic-verification.ps1,script-exec,23
scripts/setup-forensic-verification.ps1,scripts\verify-pipeline.ps1,script-exec,141
scripts/setup-forensic-verification.ps1,scripts\verify-and-flip.ps1,script-exec,142
scripts/setup-forensic-verification.ps1,scripts\setup-forensic-verification.ps1,script-exec,157
scripts/setup-gpu-monitoring.ps1,scripts/validate-production-gpu.ps1,script-exec,422
scripts/setup-gpu-monitoring.ps1,scripts/gpu-watchdog.ps1,script-exec,423
scripts/setup-notification-webhook.ps1,scripts/setup-notification-webhook.ps1,script-exec,261
scripts/setup-notification-webhook.ps1,scripts/setup-notification-webhook.ps1,script-exec,262
scripts/setup-notification-webhook.ps1,scripts/setup-notification-webhook.ps1,script-exec,263
scripts/setup-notification-webhook.ps1,scripts/setup-notification-webhook.ps1,script-exec,264
scripts/setup-ollama-models.ps1,scripts\install-ollama-winget.ps1,script-exec,12
scripts/setup-opsgenie-webhook.ps1,scripts/setup-opsgenie-webhook.ps1,script-exec,101
scripts/setup-parallel-agent-automation.ps1,scripts/setup-parallel-agent-automation.ps1,script-exec,24
scripts/setup-parallel-agent-automation.ps1,scripts/setup-parallel-agent-automation.ps1,script-exec,27
scripts/setup-scheduled-monitoring-admin.ps1,scripts\setup-scheduled-monitoring.ps1,script-exec,22
scripts/setup-scheduled-monitoring-admin.ps1,`$scriptDir\quick-monitor.ps1,script-exec,72
scripts/setup-scheduled-monitoring-admin.ps1,`$scriptDir\canary-ecrr.ps1,script-exec,85
scripts/setup-scheduled-monitoring-admin.ps1,`$scriptDir\monitor-optimized-pipeline.ps1,script-exec,98
scripts/setup-scheduled-monitoring-admin.ps1,`$scriptDir\generate-weekly-report.ps1,script-exec,111
scripts/setup-scheduled-monitoring-admin.ps1,scripts\setup-scheduled-monitoring-admin.ps1,script-exec,132
scripts/setup-signoz-alerts.ps1,scripts/setup-signoz-alerts.ps1,script-exec,181
scripts/setup-signoz-api-key.ps1,scripts\integration-test-enterprise-views.ps1,script-exec,60
scripts/setup-signoz-api-key.ps1,scripts\cursor-startup-signoz-enterprise-views.ps1,script-exec,63
scripts/setup-signoz-authentication.ps1,scripts/import-dashboard.ps1,script-exec,171
scripts/setup-signoz-authentication.ps1,scripts/setup-webhooks.ps1,script-exec,173
scripts/setup-signoz-authentication.ps1,scripts/test-e2e-pipeline.ps1,script-exec,175
scripts/setup-signoz-integration.ps1,scripts/export-ecrr-metrics-to-signoz.ps1,script-exec,192
scripts/setup-signoz-integration.ps1,scripts/export-ecrr-metrics-to-signoz.ps1,script-exec,198
scripts/setup-signoz-integration.ps1,scripts/export-ecrr-metrics-to-signoz.ps1,script-exec,201
scripts/setup-slack-webhook.ps1,scripts/setup-slack-webhook.ps1,script-exec,100
scripts/setup-ssot-monitoring.ps1,scripts/monitor-ssot-health.ps1,script-exec,26
scripts/setup-ssot-monitoring.ps1,scripts/monitor-ssot-health.ps1,script-exec,77
scripts/setup-ssot-monitoring.ps1,.artifacts/ssot-monitoring-loop.ps1,script-exec,97
scripts/setup-ssot-monitoring.ps1,scripts/automate-ssot-updates.ps1,script-exec,104
scripts/setup-ssot-monitoring.ps1,.artifacts/ssot-monitoring-loop.ps1,script-exec,251
scripts/setup-teams-webhook.ps1,scripts/setup-teams-webhook.ps1,script-exec,97
scripts/setup-webhook-notifications.ps1,scripts/test-webhook.ps1,script-exec,504
scripts/setup-webhook-notifications.ps1,scripts/integrate-webhook-alerts.ps1,script-exec,505
scripts/setup-webhook-notifications.ps1,scripts/send-alert-notification.ps1,script-exec,506
scripts/setup-webhooks.ps1,scripts/setup-signoz-authentication.ps1,script-exec,125
scripts/setup-webhooks.ps1,scripts/test-webhook.ps1,script-exec,164
scripts/simple-production-monitor.ps1,scripts/monitor-ssot-health.ps1,script-exec,29
scripts/t1-nightly-integration.ps1,scripts/t1-nightly-integration.ps1,script-exec,54
scripts/test-e2e-pipeline.ps1,scripts/setup-signoz-authentication.ps1,script-exec,232
scripts/test-e2e-pipeline.ps1,scripts/import-dashboard.ps1,script-exec,233
scripts/test-e2e-pipeline.ps1,scripts/setup-webhooks.ps1,script-exec,234
scripts/test-github-token.ps1,scripts/create-gpu-epic-issues.ps1,script-exec,204
scripts/test-queue-integration.ps1,scripts\observability\emit-queue-telemetry.ps1,script-exec,30
scripts/test-signoz-integration.ps1,scripts/monitor-ecrr-compliance-trends.ps1,script-exec,223
scripts/update-daily-automation-enhanced.ps1,`scripts\canary-pattern-drills.ps1,script-exec,40
scripts/update-daily-automation-enhanced.ps1,scripts/canary-pattern-drills.ps1,script-exec,128
scripts/update-daily-automation-enhanced.ps1,scripts/canary-pattern-drills.ps1,script-exec,132
scripts/update-daily-automation-enhanced.ps1,scripts/enhanced-statistical-validation.ps1,script-exec,134
scripts/update-daily-automation-enhanced.ps1,scripts/enhanced-statistical-validation.ps1,script-exec,138
scripts/update-daily-automation-enhanced.ps1,scripts\manage-daily-pattern-drills-enhanced.ps1,script-exec,236
scripts/update-daily-automation-enhanced.ps1,scripts\manage-daily-pattern-drills-enhanced.ps1,script-exec,237
scripts/update-daily-automation-enhanced.ps1,scripts\manage-daily-pattern-drills-enhanced.ps1,script-exec,238
scripts/update-daily-automation-enhanced.ps1,scripts\verify-daily-pattern-drills-enhanced.ps1,script-exec,239
scripts/update-docs-index.ps1,scripts/nights/dashboard-export.ps1,script-exec,270
scripts/update-docs-index.ps1,scripts/update-docs-index.ps1,script-exec,276
scripts/update-docs-index.ps1,scripts/update-docs-index.ps1,script-exec,323
scripts/update-production-alerts.ps1,scripts/configure-ecrr-alerts.ps1,script-exec,19
scripts/update-production-alerts.ps1,scripts/monitor-ecrr-alerts.ps1,script-exec,55
scripts/verify-all-components.ps1,scripts/end-to-end-test.ps1,script-exec,257
scripts/verify-and-flip.ps1,scripts\verify-and-flip.ps1,script-exec,20
scripts/verify-and-flip.ps1,scripts\verify-and-flip.ps1,script-exec,24
scripts/verify-automation.ps1,scripts/validate-all.ps1,script-exec,180
scripts/verify-canary-monitoring-fix.ps1,scripts/adaptive-canary-monitor-enhanced.ps1,script-exec,143
scripts/verify-comfort-cat-setup.ps1,scripts\verify-comfort-cat-setup.ps1,script-exec,13
scripts/verify-e2-dashboard.ps1,scripts/publish-e2-results.ps1,script-exec,96
scripts/verify-e2-dashboard.ps1,scripts/import-dashboard.ps1,script-exec,97
scripts/verify-enterprise-views.ps1,scripts\verify-enterprise-views.ps1,script-exec,20
scripts/verify-gpu-codex.ps1,scripts\install-ollama-gpu.ps1,script-exec,150
scripts/verify-gpu-codex.ps1,scripts\install-ollama-gpu.ps1,script-exec,321
scripts/verify-pipeline.ps1,$PSScriptRoot\quick-monitor.ps1,script-exec,164
scripts/verify-pipeline.ps1,scripts\set-gate-status.ps1,script-exec,403
scripts/verify-pipeline.ps1,$PSScriptRoot\prune-evidence.ps1,script-exec,421
scripts/verify-queue-steward-task.ps1,scripts/setup-queue-steward-scheduled-task.ps1,script-exec,51
scripts/verify-scheduled-tasks.ps1,scripts\setup-scheduled-monitoring-admin.ps1,script-exec,32
scripts/verify-scheduled-tasks.ps1,scripts\setup-scheduled-monitoring-admin.ps1,script-exec,91
scripts/verify-signoz-completion.ps1,.\canary-test.ps1,script-exec,70
scripts/verify-windows-canary-alert.ps1,scripts/generate-windows-canary.ps1,script-exec,7
setup_cursor_implementer.ps1,scripts\quick-monitor.ps1,script-exec,456
scripts/ecrr-compliance-monitoring.ps1,$PSScriptRoot/validate-ecrr-compliance.ps1,dot-source,52
scripts/ps/error-capture.ps1,scripts/ps/error-capture.ps1,import-module,168
