id,trace_id,scope_version,body,resources_string,trace_flags,severity_number,scope_name,timestamp,attributes_string,attributes_bool,span_id,severity_text,attributes_number,scope_string
0i2ZyOGJgXxIVc3gLtmxyA54zC3,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367796538563e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367796538563e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356682,""system_time"":""2025-09-24T17:59:39.6542399Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736779654239900,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZyM1yBWjlPA2uMLKsxXuqYvJ,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.758736778423881e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.758736778423881e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356681,""system_time"":""2025-09-24T17:59:38.4241885Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736778424188500,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZyLahJ29TJ1k4mSoSnz55Aky,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367781809204e+09\twarn\tinternal/transaction.go:125\tFailed to scrape Prometheus endpoint\t{\""kind\"": \""receiver\"", \""name\"": \""prometheus/gpu\"", \""data_type\"": \""metrics\"", \""scrape_timestamp\"": 1758736778177, \""target_labels\"": \""{__name__=\\\""up\\\"", instance=\\\""localhost:9400\\\"", job=\\\""gpu-exporter\\\""}\""}\n""}]},""event_id"":{""id"":2,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Warning"",""message"":""1.7587367781809204e+09\twarn\tinternal/transaction.go:125\tFailed to scrape Prometheus endpoint\t{\""kind\"": \""receiver\"", \""name\"": \""prometheus/gpu\"", \""data_type\"": \""metrics\"", \""scrape_timestamp\"": 1758736778177, \""target_labels\"": \""{__name__=\\\""up\\\"", instance=\\\""localhost:9400\\\"", job=\\\""gpu-exporter\\\""}\""}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356680,""system_time"":""2025-09-24T17:59:38.1817090Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,13,,1758736778181709000,"{""dataset"":""windows""}",{},,WARN,{},{}
0i2Zy5pY1KqNuRVo8urNJnGGaSJ,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.758736769493658e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.758736769493658e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356679,""system_time"":""2025-09-24T17:59:29.4937985Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736769493798500,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2Zy491oPIWfueqHcF6levNgwD,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367685642862e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367685642862e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356678,""system_time"":""2025-09-24T17:59:28.5645080Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736768564508000,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2Zy2S7NG0yAt1KO1cna8jqNcM,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367676315885e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367676315885e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356677,""system_time"":""2025-09-24T17:59:27.6317429Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736767631742900,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2Zy0CsmqrzmxYomrP3k1GSrXG,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367663936627e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367663936627e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356676,""system_time"":""2025-09-24T17:59:26.3937918Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736766393791800,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxyWhJKD5wTPlZWJsT6D1xRJ,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.758736765467184e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.758736765467184e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356675,""system_time"":""2025-09-24T17:59:25.4674744Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736765467474400,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxwqvFrbwup4q3KEBA7E86SK,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367645446465e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367645446465e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356674,""system_time"":""2025-09-24T17:59:24.5448024Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736764544802400,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxvAYrCRxb2XM9syXcWpsqeR,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367636167202e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 2}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367636167202e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 2}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356673,""system_time"":""2025-09-24T17:59:23.6169188Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736763616918800,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxuOApJacSf9RSKGnRoMOvAR,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.758736763185842e+09\twarn\tinternal/transaction.go:125\tFailed to scrape Prometheus endpoint\t{\""kind\"": \""receiver\"", \""name\"": \""prometheus/gpu\"", \""data_type\"": \""metrics\"", \""scrape_timestamp\"": 1758736763182, \""target_labels\"": \""{__name__=\\\""up\\\"", instance=\\\""localhost:9400\\\"", job=\\\""gpu-exporter\\\""}\""}\n""}]},""event_id"":{""id"":2,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Warning"",""message"":""1.758736763185842e+09\twarn\tinternal/transaction.go:125\tFailed to scrape Prometheus endpoint\t{\""kind\"": \""receiver\"", \""name\"": \""prometheus/gpu\"", \""data_type\"": \""metrics\"", \""scrape_timestamp\"": 1758736763182, \""target_labels\"": \""{__name__=\\\""up\\\"", instance=\\\""localhost:9400\\\"", job=\\\""gpu-exporter\\\""}\""}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356672,""system_time"":""2025-09-24T17:59:23.1867012Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,13,,1758736763186701200,"{""dataset"":""windows""}",{},,WARN,{},{}
0i2Zxsv4udxxHfBlaP7y4AZiGZq,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.758736762376581e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.758736762376581e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356671,""system_time"":""2025-09-24T17:59:22.3767654Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736762376765400,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxrEvHDEh4KhUSsm1QWy7Do6,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367614504557e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 2}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367614504557e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 2}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356670,""system_time"":""2025-09-24T17:59:21.4507119Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736761450711900,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxpZEGayGSBLcB7So4RS0Bh8,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367605285275e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 2, \""log records\"": 2}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367605285275e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 2, \""log records\"": 2}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356669,""system_time"":""2025-09-24T17:59:20.5287635Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736760528763500,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2Zxp4Mg53SDTYvixqL9s8b3bV,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.75873676025419e+09\twarn\trouter/transformer.go:45\tRunning expression returned an error\t{\""kind\"": \""receiver\"", \""name\"": \""filelog\"", \""data_type\"": \""logs\"", \""operator_id\"": \""router\"", \""operator_type\"": \""router\"", \""error\"": \""reflect: call of reflect.Value.Call on zero Value (1:1)\\n | IsMatch(body, \\\""^\\\\\\\\s*\\\\\\\\{\\\"")\\n | ^\""}\n""}]},""event_id"":{""id"":2,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Warning"",""message"":""1.75873676025419e+09\twarn\trouter/transformer.go:45\tRunning expression returned an error\t{\""kind\"": \""receiver\"", \""name\"": \""filelog\"", \""data_type\"": \""logs\"", \""operator_id\"": \""router\"", \""operator_type\"": \""router\"", \""error\"": \""reflect: call of reflect.Value.Call on zero Value (1:1)\\n | IsMatch(body, \\\""^\\\\\\\\s*\\\\\\\\{\\\"")\\n | ^\""}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356668,""system_time"":""2025-09-24T17:59:20.2543464Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,13,,1758736760254346400,"{""dataset"":""windows""}",{},,WARN,{},{}
0i2Zxp4EYWtokAqO8k65tF5WnM2,,,"{""source"":""SigNozTestSource"",""eventId"":1001,""level"":""INFO"",""timestamp"":""2025-09-24T17:59:19.5539607Z"",""message"":""SigNoz wiring canary sent 2025-09-24T18:59:17""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,0,,1758736760253181700,"{""dataset"":""windows"",""log.file.name"":""canary.log"",""log.file.name_resolved"":""canary.log"",""log.file.path"":""C:\\logs\\signoz-canary\\canary.log""}",{},,,{},{}
0i2ZxnnIjVhoPek7kdyugKdfhD2,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""SigNoz wiring canary sent 2025-09-24T18:59:17""}]},""event_id"":{""id"":1001,""qualifiers"":0},""execution"":{""process_id"":45496,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""SigNoz wiring canary sent 2025-09-24T18:59:17"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""SigNozTestSource""},""record_id"":356667,""system_time"":""2025-09-24T17:59:19.5513859Z"",""task"":""1""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736759551385900,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxjyM8zT566PPn3nXyHORJYA,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.758736757444445e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.758736757444445e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356666,""system_time"":""2025-09-24T17:59:17.4446906Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736757444690600,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxiHBXi9ONYxDGYsZM7Md1lG,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.758736756509421e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.758736756509421e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356665,""system_time"":""2025-09-24T17:59:16.5096076Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736756509607600,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxgaG17FN13BnOdunAMjtZWL,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367555763836e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367555763836e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356664,""system_time"":""2025-09-24T17:59:15.5766865Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736755576686500,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxetqJmRoN8VIX6BpRZpcdCm,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367546480718e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367546480718e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356663,""system_time"":""2025-09-24T17:59:14.6483295Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736754648329500,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2Zxcesr2QCgSZZS2RAP0HJcrz,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367534125428e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367534125428e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356662,""system_time"":""2025-09-24T17:59:13.4128340Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736753412834000,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2Zxay2QpcyfCrA3eOgOIqJCUK,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367524804995e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367524804995e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356661,""system_time"":""2025-09-24T17:59:12.4806447Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736752480644700,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxZGdZ1L3aa8JdG9xlF0VutC,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367515432973e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367515432973e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356660,""system_time"":""2025-09-24T17:59:11.5435158Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736751543515800,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxXaIhgkSppsTvKwx0Y4t5vu,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.758736750615618e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.758736750615618e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356659,""system_time"":""2025-09-24T17:59:10.6158527Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736750615852700,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxVLGY1QkhTllVdhkj6tp2Yg,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.7587367493795154e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.7587367493795154e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356658,""system_time"":""2025-09-24T17:59:09.3796843Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736749379684300,"{""dataset"":""windows""}",{},,INFO,{},{}
0i2ZxTf3WjOZEeRJD55DV6v5eXf,,,"{""channel"":""Application"",""computer"":""D-MONOLITH"",""event_data"":{""data"":[{"""":""1.758736748452996e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\n""}]},""event_id"":{""id"":1,""qualifiers"":0},""execution"":{""process_id"":44668,""thread_id"":0},""keywords"":[""Classic""],""level"":""Information"",""message"":""1.758736748452996e+09\tinfo\tLogsExporter\t{\""kind\"": \""exporter\"", \""data_type\"": \""logs\"", \""name\"": \""logging\"", \""resource logs\"": 1, \""log records\"": 1}\r\n"",""opcode"":""Info"",""provider"":{""event_source"":"""",""guid"":"""",""name"":""otelcol-contrib""},""record_id"":356657,""system_time"":""2025-09-24T17:59:08.4531454Z"",""task"":""None""}","{""deployment.environment"":""local-dev"",""service.name"":""windows-host""}",0,9,,1758736748453145400,"{""dataset"":""windows""}",{},,INFO,{},{}
